"AVS Response","AVS atbilde",module,Magento_Authorizenet
"Card Code Response","Kodu kartes atbilde",module,Magento_Authorizenet
"CAVV Response","CAVV atbilde",module,Magento_Authorizenet
"Fraud Filters","Krāpšanas filtri",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Nepareiza Formas atslēga. Atjaunojiet lapu.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Jūs ievadījāt nepareizu Slepeno atslēgu. Atjaunojiet lapu.",module,Magento_Backend
"Cache Storage Management","Keša glabāsanas pārvaldība",module,Magento_Backend
"Flush Magento Cache","Tīrīt Magento kešu",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","Kešs var saturēt papildus datus. Vai vēlaties to izdzēst?",module,Magento_Backend
"Flush Cache Storage","Tīrīt kešu",module,Magento_Backend
Invalidated,"Nav validēti",module,Magento_Backend
Orders,Pasūtījumi,module,Magento_Backend
Amounts,Skaiti,module,Magento_Backend
Bestsellers,"Visvairāk pārdotie",module,Magento_Backend
"Most Viewed Products","Visvairāk apskatītie produkti",module,Magento_Backend
"New Customers","Jauni klienti",module,Magento_Backend
Customers,Klienti,module,Magento_Backend
Customer,Klients,module,Magento_Backend
Guest,Viesis,module,Magento_Backend
Items,Produkti,module,Magento_Backend
Total,Kopā,module,Magento_Backend
"Lifetime Sales","Darbības laikā pārdotais",module,Magento_Backend
"Average Order","Vidējais pasūtījums",module,Magento_Backend
Average,Vidēji,module,Magento_Backend
Product,Produkts,module,Magento_Backend
Price,Cena,module,Magento_Backend
Quantity,Skaits,module,Magento_Backend
Views,Skatījumi,module,Magento_Backend
Revenue,Peļņa,module,Magento_Backend
Tax,Nodokļi,module,Magento_Backend
Shipping,Piegāde,module,Magento_Backend
"Images (.gif, .jpg, .png)","Attēli (. gif,. jpg,. png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Mēdiji (.avi, .flv, .swf)",module,Magento_Backend
"All Files","Visi faili",module,Magento_Backend
"Reset to Default","Atiestatīt noklusējuma vērtības",module,Magento_Backend
"All Store Views","Visi veikala skati",module,Magento_Backend
"What is this?","Kas tas ir?",module,Magento_Backend
"Save Account","Saglabāt kontu",module,Magento_Backend
"My Account","Mans konts",module,Magento_Backend
"Account Information","Konta informācija",module,Magento_Backend
"User Name",Lietotājvārds,module,Magento_Backend
"First Name",Vārds,module,Magento_Backend
"Last Name",Uzvārds,module,Magento_Backend
Email,E-pasts,module,Magento_Backend
"User Email","Lietotāja e-pasts",module,Magento_Backend
"New Password","Jauna parole",module,Magento_Backend
"Password Confirmation","Paroles apstiprinājums",module,Magento_Backend
"Interface Locale","Interfeisa lokalizācija",module,Magento_Backend
"Current User Identity Verification","Patreizējā lietotāja identitātes pārbaude",module,Magento_Backend
"Your Password","Jūsu parole",module,Magento_Backend
"Save Cache Settings","Saglabāt keša iestatījumus",module,Magento_Backend
"Catalog Rewrites","Kataloga Rewrites",module,Magento_Backend
Refresh,Atjaunot,module,Magento_Backend
"Images Cache","Attēlu kešs",module,Magento_Backend
Clear,Notīrīt,module,Magento_Backend
"Search Index","Meklēt indeksu",module,Magento_Backend
Rebuild,Atjaunot,module,Magento_Backend
"Inventory Stock Status","Noliktavas krājumu statuss",module,Magento_Backend
"Rebuild Catalog Index","Atjaunot kataloga indeksu",module,Magento_Backend
"Rebuild Flat Catalog Category","Atjaunot parasta kataloga kategoriju",module,Magento_Backend
"Rebuild Flat Catalog Product","Atjaunot parasta kataloga produktu",module,Magento_Backend
"Cache Control","Kešatmiņas kontrole",module,Magento_Backend
"All Cache","Visas kešs",module,Magento_Backend
"No change","Bez izmaiņām",module,Magento_Backend
Disable,Izslēgt,module,Magento_Backend
Enable,Ieslēgt,module,Magento_Backend
"Add Design Change","Pievienot dizaina maiņu",module,Magento_Backend
Back,Atpakaļ,module,Magento_Backend
Delete,Dzēst,module,Magento_Backend
"Are you sure?","Vai esat pārliecināts?",module,Magento_Backend
Save,Saglabāt,module,Magento_Backend
"Edit Design Change","Labot dizaina izmaiņas",module,Magento_Backend
"New Store Design Change","Jaunā veikala dizaina maiņa",module,Magento_Backend
"General Settings","Vispārīgie iestatījumi",module,Magento_Backend
Store,Veikals,module,Magento_Backend
"-- Please Select --","-- Lūdzu, izvēlieties --",module,Magento_Backend
"Custom Design","Pielāgots dizains",module,Magento_Backend
"Date From","Datums no",module,Magento_Backend
"Date To","Datums līdz",module,Magento_Backend
"Design Change","Dizaina maiņa",module,Magento_Backend
General,Vispārīgi,module,Magento_Backend
Cancel,Atcelt,module,Magento_Backend
"Delete %1 '%2'","Dzēst %1 '%2'",module,Magento_Backend
"Delete %1","Dzēst %1",module,Magento_Backend
"Block Information","Bloka informācija",module,Magento_Backend
"Backup Options","Rezerves kopijas opcijas",module,Magento_Backend
"Create DB Backup","Izveidot DB rezerves kopiju",module,Magento_Backend
Yes,Jā,module,Magento_Backend
No,Nē,module,Magento_Backend
"Delete Store","Dzēst veikalu",module,Magento_Backend
"Delete Web Site","Dzēst web lapu",module,Magento_Backend
"Save Web Site","Saglabāt web lapu",module,Magento_Backend
"Save Store","Saglabāt veikalu",module,Magento_Backend
"Save Store View","Saglabāt veikala skatu",module,Magento_Backend
"Delete Store View","Dzēst veikala skatu",module,Magento_Backend
"Edit Web Site","Labot lapu",module,Magento_Backend
"New Web Site","Jauna lapa",module,Magento_Backend
"Edit Store","Labot veikalu",module,Magento_Backend
"New Store","Jauns veikals",module,Magento_Backend
"Edit Store View","Labot veikala skatu",module,Magento_Backend
"New Store View","Jauns veikala skats",module,Magento_Backend
"Store Information","Veikala informācija",module,Magento_Backend
"Web Site","Mājas lapa",module,Magento_Backend
Name,Vārds,module,Magento_Backend
"Root Category","Saknes kategorija",module,Magento_Backend
"Default Store View","Noklusētais veikala skats",module,Magento_Backend
"Store View Information","Veikala skata informācija",module,Magento_Backend
Code,Kods,module,Magento_Backend
Status,Statuss,module,Magento_Backend
Disabled,Izslēgts,module,Magento_Backend
Enabled,Ieslēgts,module,Magento_Backend
"Sort Order","Kārtošanas secība",module,Magento_Backend
"Web Site Information","Mājas lapas informācija",module,Magento_Backend
"Default Store","Noklusētais skats",module,Magento_Backend
"Set as Default","Iestatīt kā noklusēto",module,Magento_Backend
Stores,Veikali,module,Magento_Backend
"Create Website","Izveidot mājas lapu",module,Magento_Backend
"Create Store","Izveidot veikalu",module,Magento_Backend
"Create Store View","Izveidot veikala skatu",module,Magento_Backend
Home,Sākums,module,Magento_Backend
Reset,Notīrīt,module,Magento_Backend
"Are you sure you want to do this?","Vai tiešām vēlaties to darīt?",module,Magento_Backend
"Add New Image","Pievienot jaunu attēlu",module,Magento_Backend
"Export block for grid %1 is not defined","Eksportējamais bloks režģim %1 nav definēts",module,Magento_Backend
"Reset Filter","Notīrīt filtru",module,Magento_Backend
Search,Meklēt,module,Magento_Backend
Any,Jebkurš,module,Magento_Backend
"All Countries","Visas valstis",module,Magento_Backend
From,No,module,Magento_Backend
To,Kam,module,Magento_Backend
"Date selector",Datums,module,Magento_Backend
"[ deleted ]","[ dzēsts ]",module,Magento_Backend
"Select All","Izvēlēties visu",module,Magento_Backend
" [deleted]"," [dzēsts]",module,Magento_Backend
"Add New","Pievienot jaunu",module,Magento_Backend
"Invalid export type supplied for grid export block","Nepareizs eksporta veids režģa eksporta blokam",module,Magento_Backend
Export,Eksportēt,module,Magento_Backend
"Please correct the column format and try again.","Izlabojiet kolonnas formātu un mēģiniet vēlreiz.",module,Magento_Backend
"Please select items.","Izvēlieties produktus.",module,Magento_Backend
Submit,Sūtīt,module,Magento_Backend
"Unknown block type","Nezināms bloka veids",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empry","Izlabojiet tabu konfigurāciju un mēģiniet vēlreiz. Taba ID nevar būt tukšs",module,Magento_Backend
"Please correct the tab configuration and try again.","Izlabojiet tabu konfigurāciju un mēģiniet vēlreiz.",module,Magento_Backend
"You have logged out.","Jūs esat atslēdzies.",module,Magento_Backend
"The image cache was cleaned.","Attēlu kešs tika iztīrīts.",module,Magento_Backend
"An error occurred while clearing the image cache.","Kļūda attīrot attēlu kešu.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","JavaSript/CSS kešs ir attīrīts.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Kļūda tīrot JavaScript/CSS kešu.",module,Magento_Backend
"The static files cache has been cleaned.","Statisko failu kešs ir iztīrīts.",module,Magento_Backend
"You flushed the cache storage.","Keša glabātuve ir iztīrīta.",module,Magento_Backend
"The Magento cache storage has been flushed.","Magento keša glabātuve ir iztīrīta.",module,Magento_Backend
"Cache Management","Keša pārvaldība",module,Magento_Backend
"%1 cache type(s) disabled.","%1 keša veids(i) ir izslēgts.",module,Magento_Backend
"An error occurred while disabling cache.","Kļūda izslēdzot kešu.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 keša veids(i) ir ieslēgts.",module,Magento_Backend
"An error occurred while enabling cache.","Kļūda ieslēdzot kešu.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 keša veids(i) ir atjaunots.",module,Magento_Backend
"An error occurred while refreshing cache.","Kļūda atjaunojot kešu.",module,Magento_Backend
Dashboard,Infopanelis,module,Magento_Backend
"We updated lifetime statistic.","Tika atjaunota visa darbības laika statistika.",module,Magento_Backend
"invalid request","kļūdains pieprasījums",module,Magento_Backend
"see error log for details","papildus informācijai skatīties kļūdu log failu",module,Magento_Backend
"Service unavailable: %1","Serviss nav pieejams: %1",module,Magento_Backend
Error,Kļūda,module,Magento_Backend
"Access Denied.","Pieeja liegta.",module,Magento_Backend
"You need more permissions to do this.","Jums nepieciešamas vairāk atļaujas to darīt.",module,Magento_Backend
"No search modules were registered","Nav reģistrēti meklēšanas moduļi",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Pārliecinieties, ka visi globālie administrācijas meklēšanas moduļi ir instalēti un aktivizēti.",module,Magento_Backend
"You have entered an invalid password for current user.","Nepareiza lietotāja parole.",module,Magento_Backend
"You saved the account.","Konts ir saglabāts.",module,Magento_Backend
"An error occurred while saving account.","Kļūda saglabājot kontu.",module,Magento_Backend
"You deleted the design change.","Dizaina maiņa ir dzēsta.",module,Magento_Backend
"You can't delete the design change.","Jūs nevarat nodzēst dizaina maiņu.",module,Magento_Backend
"Store Design","Veikala dizains",module,Magento_Backend
"Edit Store Design Change","Labot veikala dizaina maiņu",module,Magento_Backend
"You saved the design change.","Dizaina maiņa ir saglabāta.",module,Magento_Backend
System,Sistēma,module,Magento_Backend
"Manage Stores","Pārvaldīt veikalus",module,Magento_Backend
"The database was backed up.","Datu bāzei ir izveidota rezerves kopija.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Dzēšot %1 netiks dzēsta informācija kas saistīta ar %1 (piem. kategorijas, produkti u.c.), bet %1 nevarēs atjaunot. Ieteicams izveidot datu bāzes rezerves kopiju pirms %1 nodzēšanas.",module,Magento_Backend
"Something went wrong. Please try again.","Kļūda. Mēģiniet vēlreiz.",module,Magento_Backend
"This store cannot be deleted.","Šo veikalu nevar nodzēst.",module,Magento_Backend
"You deleted the store.","Veikals ir nodzēsts.",module,Magento_Backend
"Unable to delete store. Please, try again later.","Unable to delete store. Please, try again later.",module,Magento_Backend
"This store view cannot be deleted.","Šo veikala skatu nevar nodzēst.",module,Magento_Backend
"Store View","Veikala skats",module,Magento_Backend
"You deleted the store view.","Veikala skats ir nodzēsts.",module,Magento_Backend
"Unable to delete store view. Please, try again later.","Unable to delete store view. Please, try again later.",module,Magento_Backend
"This website cannot be deleted.","Šo lapu nevar nodzēst.",module,Magento_Backend
"You deleted the website.","Lapa ir nodzēsta.",module,Magento_Backend
"Unable to delete website. Please, try again later.","Unable to delete website. Please, try again later.",module,Magento_Backend
"The website does not exist.","Lapa neeksistē.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","Pirms lapas koda rediģēšanas pārliecinieties ka tas nav lietots index.php.",module,Magento_Backend
"The store does not exist","Veikals neeksistē",module,Magento_Backend
"Store view doesn't exist","Veikala skats neeksistē",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","Pirms veikala skata koda rediģēšanas pārliecinieties ka tas nav lietots index.php.",module,Magento_Backend
"New ","Jauns ",module,Magento_Backend
"You saved the website.","Lapa ir saglabāta.",module,Magento_Backend
"You saved the store.","Veikals ir saglabāts.",module,Magento_Backend
"You saved the store view.","Veikala skats ir saglabāts.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","Kļūda saglabājot. Pārbaudiet kļūdu log failu.",module,Magento_Backend
"Last 24 Hours","Pēdējās 24 stundas",module,Magento_Backend
"Last 7 Days","Pēdējās 7 dienas",module,Magento_Backend
"Current Month","Tekošais mēnesis",module,Magento_Backend
YTD,YTD,module,Magento_Backend
2YTD,2YTD,module,Magento_Backend
"Authentication storage is incorrect.","Nepareiza autentifikācijas glabātuve.",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","Jūs esat nepareizi pieslēdzies kontam vai Jūsu konts ir uz laiku bloķēts.",module,Magento_Backend
"Authentication error occurred.","Autentifikācijas kļūda.",module,Magento_Backend
Order,Pasūtījums,module,Magento_Backend
"Order #%1","Pasūtījums #%1",module,Magento_Backend
"Access denied","Pieeja liegta",module,Magento_Backend
"Please try to sign out and sign in again.","Mēģiniet atslēgties un pieslēgties vēlreiz.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Ja turpinat saņemt šo ziņu, sazinieties ar veikala īpašnieku.",module,Magento_Backend
"You need more permissions to access this.","Jums nepieciešamas vairāk atļaujas lai šim piekļūtu.",module,Magento_Backend
"Welcome, please sign in","Laipni lūgti, lūdzu pieslēdzaties",module,Magento_Backend
Username,Lietotājvārds,module,Magento_Backend
"user name","lietotāja vārds",module,Magento_Backend
Password,Parole,module,Magento_Backend
password,parole,module,Magento_Backend
"Sign in",Pieslēgties,module,Magento_Backend
"Select Range:","Atlasīt diapazonu:",module,Magento_Backend
"No Data Found","Nav datu",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Grafiks ir izslēgts. Lai ieslēgtu grafiku, nospiediet <a href=""%1""> šeit</a>.",module,Magento_Backend
"Last Orders","Pēdējie pasūtījumi",module,Magento_Backend
"Last Search Terms","Pēdējie meklēšanas termini",module,Magento_Backend
"Top Search Terms","Populārākie meklēšanas termini",module,Magento_Backend
"There are no search keywords.","Nav meklēšanas atslēgas vārdu.",module,Magento_Backend
"View Statistics For:","Skatīt statistiku:",module,Magento_Backend
"All Websites","Visas lapas",module,Magento_Backend
"Reload Data","Pārlādēt datus",module,Magento_Backend
"Browse Files...","Pārlūkot failus...",module,Magento_Backend
Magento,Magento,module,Magento_Backend
"Copyright&copy; %1 Magento Commerce Inc. All rights reserved.","Autortiesības&copy; %1 Magento Commerce Inc. Visas tiesības paturētas.",module,Magento_Backend
"ver. %1","ver. %1",module,Magento_Backend
"Magento Admin Panel","Magento Administrācijas panelis",module,Magento_Backend
"Account Setting","Konta iestatījumi",module,Magento_Backend
"Customer View","Klienta skats",module,Magento_Backend
"Sign Out",Izrakstīties,module,Magento_Backend
"About the calendar","Par kalendāru",module,Magento_Backend
Close,Aizvērt,module,Magento_Backend
"Go Today",Šodien,module,Magento_Backend
Previous,Iepriekšējais,module,Magento_Backend
Next,Nākamais,module,Magento_Backend
WK,WK,module,Magento_Backend
Time,Laiks,module,Magento_Backend
Hour,Stunda,module,Magento_Backend
Minute,Minūte,module,Magento_Backend
"JavaScript may be disabled in your browser.","Jūsu pārlūka iespējams ir izslēgts JavaScript atbalsts.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","Lai lietotu šo lapu Jums ir jāieslēdz JavaScript atbalsts pārlūkā.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Šis ir demo veikals. Jūs varat pārlūkot, veidot pasūtījumus, bet tie netiks apstrādāti.",module,Magento_Backend
"Report Bugs","Kļūdas ziņojums",module,Magento_Backend
"Store View:","Veikala skats:",module,Magento_Backend
"Stores Configuration","Veikalu konfigurācija",module,Magento_Backend
"Additional Cache Management","Papildus keša menedžments",module,Magento_Backend
"Flush Catalog Images Cache","Iztīrīt kataloga attēlu kešu",module,Magento_Backend
"Pregenerated product images files","Iepriekš ģenerēti produktu attēlu faili",module,Magento_Backend
"Flush JavaScript/CSS Cache","Iztīrīt JavaScript/CSS kešu",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file.","Themes JavaScript and CSS files combined to one file.",module,Magento_Backend
"Flush Static Files Cache","Iztīrīt statisko failu kešu",module,Magento_Backend
"Preprocessed view files and static files","Pirmsapstrādāti skata un statiskie faili",module,Magento_Backend
Catalog,Katalogs,module,Magento_Backend
JavaScript/CSS,JavaScript/CSS,module,Magento_Backend
"JavaScript/CSS Cache","JavaScript/CSS kešs",module,Magento_Backend
"No records found.","Nav atrasts neviens ieraksts.",module,Magento_Backend
Images,Attēli,module,Magento_Backend
"Big Image","Liels attēls",module,Magento_Backend
Thumbnail,Sīktēls,module,Magento_Backend
"Additional Settings","Papildu iestatījumi",module,Magento_Backend
"records found","atrasti ieraksti",module,Magento_Backend
selected,atlasīti,module,Magento_Backend
"per page",lapā,module,Magento_Backend
"Previous page","Iepriekšējā lapa",module,Magento_Backend
"of %1","no %1",module,Magento_Backend
"Next page","Nākošā lapa",module,Magento_Backend
"Export to:",Eksportēt:,module,Magento_Backend
Actions,Darbības,module,Magento_Backend
"Mass Actions","Masu darbības",module,Magento_Backend
"Unselect All","Noņemt visus atlasītos",module,Magento_Backend
"Select Visible","Izvēlēties redzamos",module,Magento_Backend
"Unselect Visible","Noņemt redzamos",module,Magento_Backend
"Changes have been made to this section that have not been saved.","Šai sadaļai ir veiktas izmaiņas, taču tā nav saglabāta.",module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.","Tabs satur nepareizu informāciju. Atrisiniet pirms saglabāšanas.",module,Magento_Backend
"The information in this tab has been changed.","Informācija šajā cilnē tika mainīta.",module,Magento_Backend
Loading...,Ielādē...,module,Magento_Backend
"System Backup","Sistēmas rezerves kopija",module,Magento_Backup
"Database and Media Backup","Datu bāzes un multimēdijas rezerves kopija",module,Magento_Backup
"Database Backup","Datu bāzes rezerves kopija",module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Uz Windows sistēmām arhīvu var atkompresēt ar <a href=""%1"">%2</a>.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","Jums nepieciešams vairāk tisības lai ieslēgtu lapu uzturēšanas režīmā.",module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.",module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.","Kļūdz pārslēdzot veikalu uzturēšanas režīmā.",module,Magento_Backup
"You need more free space to create a backup.","Nepieciešams vairāk vietas lai izveidotu rezerves kopiju.",module,Magento_Backup
"You need more permissions to create a backup.","Nepieciešams vairāk atļaujas lai izveidotu rezerves kopiju.",module,Magento_Backup
Backups,"Rezerves kopijas",module,Magento_Backup
System,Sistēma,module,Magento_Backup
Tools,Rīki,module,Magento_Backup
Backup,"Rezerves kopija",module,Magento_Backup
failed,neizdevās,module,Magento_Backup
successful,veiksmīgi,module,Magento_Backup
"You deleted the selected backup(s).","Izvēlētās rezerves ir nodzēstas.",module,Magento_Backup
"Please correct the password.","Izlabojiet paroli.",module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.",module,Magento_Backup
"Failed to validate FTP.","Neizdevās validēt FTP.",module,Magento_Backup
"You need more permissions to perform a rollback.","Nepieciešams vairāk atļaujas lai veiktu atriti.",module,Magento_Backup
"Failed to rollback.","Atrites kļūda.",module,Magento_Backup
Database,"Datu bāze",module,Magento_Backup
"Database and Media","Datu bāze un multimēdija",module,Magento_Backup
"System (excluding Media)","Sistēma (izņemot multimēdiju)",module,Magento_Backup
"You created the system backup.","Rezerves kopija ir izveidota.",module,Magento_Backup
"You created the system backup (excluding media).","Rezerves kopija ir izveidota (izņemot mēdiju failus).",module,Magento_Backup
"You created the database and media backup.","Datubāzes un mādeiju rezerves kopijas fails ir izveidots.",module,Magento_Backup
"You created the database backup.","Datubāzes rezerves kopija ir izveidota.",module,Magento_Backup
"Please correct the order of creation for a new backup.","Izlabojiet jaunas rezerves kopiju izveidošanas kārtību.",module,Magento_Backup
"The backup file does not exist.","Rezerves kopijas fails neeksistē.",module,Magento_Backup
"The backup file path was not specified.","Nav norādīts rezerves kopijas faila ceļš.",module,Magento_Backup
